worker_id,city_risk_index,rainfall_last_3day_avg,flood_zone_flag,traffic_peak_index,pollution_spike_flag,parcel_demand_index,historical_income_variance,active_hours_ratio,gps_jump_distance,claim_frequency_7day,nearby_claim_cluster_score,income_loss_hours,disruption_risk_score_feature,mobility_stability_index,logistics_volatility_feature,behavioral_trust_index,rain_traffic_interaction,flood_claim_interaction,gps_claim_anomaly,high_income_loss_risk_flag,expected_income_loss_hours_next_week
WRK-00001,0.7738275554877244,1.2114175816314785,0,0.9855871207658154,0,0.9799349014840081,-0.29684246974779066,1.3293435478583306,-0.36711892980929967,0.38647441835612506,-0.40727508256406003,11.35,-0.03925895138694459,0.8429245607456524,-0.015362225066178214,0.47227220103103523,1.3013448353462695,-0.4624964530296868,-0.28832357708974793,1,14.08405580604297
WRK-00002,-0.9931889695384458,-0.327788739349336,0,-0.875851558859331,1,0.8084715960344658,1.2001634590712777,0.606496500707696,-0.1768557565349049,-0.483629160297297,0.4442164249905999,2.15,0.09504047829900986,0.3857812224374168,0.7115046838381199,0.29526016901531726,-0.5655048675472939,-0.4624964530296868,-0.26276461911358606,0,1.7723397038741737
WRK-00003,-1.26746394431938,-0.13303431531433427,0,-1.038586614912639,1,0.13763705792530867,-1.2701796579356504,-2.5447144552088687,0.9681721623853198,2.8227644385857067,3.3719143429499985,16.62,0.09780622325901746,-1.826823911014869,-1.4288242903980999,-3.501207992462416,-0.4803760536582899,-0.4624964530296868,1.4151937090436868,1,21.418215455873067
WRK-00004,1.157812520181032,-0.013596176476129932,0,-0.3050270545492662,0,0.31827844785146864,-1.6455144777642567,0.7149764748408437,-0.19467496611649476,-0.918680949624008,-0.65996329572127,2.1,-0.6511961037012023,0.4469129299844492,-1.475280250118948,0.9354961337340392,-0.20058165379231638,-0.4624964530296868,-0.292144683763925,0,3.6706983147515935
WRK-00005,1.6940200958777594,1.304157783552908,1,0.5937711781143893,0,-1.8001903236151366,1.2001634590712777,0.7641893411549064,-0.3728670619323932,1.6916297863362582,0.6693122470559306,21.21,1.4892975363940446,0.5930770046522071,1.6567988197960917,-0.7381011114113025,1.2017016899449207,2.4632076568813814,-0.2895972793144736,1,17.567950194457897
WRK-00006,-0.04008343217469862,0.5439691587121003,0,0.05924910938544656,0,-1.8285589483610465,1.2001634590712777,0.9753284127603988,-0.2785976951136598,-0.048577370970585974,0.6528536278081428,11.59,-0.43000082655082067,0.6222827026445947,1.6847831477217088,0.15902805085017846,0.3438860350915609,-0.4624964530296868,-0.2634439269667731,1,16.622885715953604
WRK-00007,1.484199740170344,0.6178802893343306,1,0.9855871207658154,1,0.31827844785146864,-1.4915138678523419,-0.5560913196363331,-0.3234331256737891,-0.048577370970585974,-1.1856709575770747,17.54,2.3976839566309867,-0.03436790092258086,-1.3831058000249383,0.23225245258329963,0.7479168006887658,0.5127382502740028,-0.27669043010392014,1,22.356829225777616
WRK-00008,-1.6905330929189717,-0.25106729957797175,0,-0.6236122219767035,0,-0.27287362957432515,1.2001634590712777,0.4043533293961716,-0.36424486374775294,-0.918680949624008,-0.5360395743261632,3.21,-0.7873929630690224,0.42544713908289744,0.15017198838898074,0.7721159962702178,-0.45386716524594245,-0.4624964530296868,-0.292144683763925,0,2.6849797361882373
WRK-00009,-0.6599448751796106,-0.8713025287918951,0,-1.208832519706869,0,-0.7764167188142211,0.6111611263562269,1.1377837886573572,-0.057294608374560144,-0.918680949624008,-0.7006257668040394,0.61,-1.0796936135516946,0.5411790104265302,0.2943564642286048,1.111958259175477,-0.9718275379562069,-0.4624964530296868,-0.292144683763925,0,1.0540590279856912
WRK-00010,1.5267123612613895,0.4045778249150429,0,0.9855871207658154,1,-1.087220034045143,1.2001634590712777,-3.065947501653506,3.9255861397169247,2.3007022913936535,1.6926511026389615,27.38,0.7408740862859202,-4.119927994747635,0.9534868135478664,-2.8552414223906672,0.5490286007337254,-0.4624964530296868,4.409871431729702,1,27.889426977990677
WRK-00011,0.016142937655392833,1.1259841834977984,1,0.5737422481385976,0,0.6199036786057722,-1.4948472143872318,-1.737729281779354,-0.05557016873763208,1.2565779970095472,0.012903785291224048,21.58,1.443373306127871,-0.751611448252982,-1.0875616666655614,-1.2579075363626275,1.0369860988912465,1.9755903052295367,-0.05566063737319149,1,22.69318464592862
WRK-00012,-1.2208371986066213,-1.7068074388294998,0,-2.360495993314895,1,0.2953332366599238,-1.3575133371497665,0.5525210989438859,-0.35274859950156595,-0.483629160297297,-0.9973649903009164,0.0,-0.6019915712731587,0.483995613819837,-1.3255364406163594,0.7917389782366436,-1.5082109848974583,-0.4624964530296868,-0.28874814449798986,0,0.0
WRK-00013,-0.7936539253853159,-0.3854000769065875,0,-1.1525011541499548,1,1.3887768463515293,-0.12117510735909101,-0.0935962104052535,-0.33148051064612,-0.918680949624008,-0.6304345964825923,3.11,0.010781736494124684,0.17897300623971235,0.4930840413321935,0.6153347376977614,-0.6650264788944408,-0.4624964530296868,-0.292144683763925,0,3.697819567326972
WRK-00014,-1.2414078217151916,-0.34886605796784265,0,-0.019614802394233136,0,-0.6408313799550943,0.37982687683486566,0.8832527273986052,-0.33148051064612,-0.918680949624008,-0.028242762828245057,7.21,-0.6546050451635371,0.6177427760309905,0.02214665117576926,0.7733026367726129,-0.3834448104426785,-0.4624964530296868,-0.292144683763925,0,8.03298678938327
WRK-00015,-1.5218539834286968,-1.2962212721409896,0,-1.1856740694223595,0,0.22816634571740244,-0.4148429370828942,-0.8402559348046277,-0.27629844226442246,-0.483629160297297,-0.21170795973740708,1.24,-1.1709953570570644,-0.19482135498774975,-0.827574091141086,-0.02333833465195384,-1.2270932578923632,-0.4624964530296868,-0.27745465143875553,0,1.4442824875323503
WRK-00016,-0.6688588118599907,-0.5256345034483854,0,-0.6930875728302311,0,1.5289512274489654,0.3008265639579741,0.785885335981536,-0.32688200494764524,-0.483629160297297,-0.8724731148324104,3.0,-0.8680819642859905,0.5708068832290066,0.8839414786966726,0.8362814107533524,-0.6581224117541306,-0.4624964530296868,-0.28492703782381285,0,3.735980117183218
WRK-00017,1.030274656907898,0.37338339335965304,0,0.25828660101987744,0,-1.7125813354292392,1.2001634590712777,0.2990483788961894,-0.046373157340682473,-0.918680949624008,0.096649112640261,8.43,-0.4179087323070658,0.15684185780600735,1.570376630614039,0.5048324587186884,0.2753147293587619,-0.4624964530296868,-0.292144683763925,1,8.74212442470347
WRK-00018,0.6504038168363039,-1.5131771384541517,0,0.06112682157067683,0,-0.3855137572419074,-0.07450825587063194,0.11913037301682197,-0.306763542516818,-0.918680949624008,-1.2577984360453207,8.04,-0.9003382688777082,0.257314873750647,-0.5016468791117855,0.9218352967308645,-1.2902579490638555,-0.4624964530296868,-0.292144683763925,1,6.132687357302531
WRK-00019,-0.2841881597297304,-0.1729407052320403,0,0.5242958272608617,1,-0.41513393896190126,0.1981594906833644,0.3763072873032115,-0.34125233525537896,-0.918680949624008,-0.6251097490788963,5.56,0.490188249503828,0.3968421010800413,-0.3092272987500182,0.7933308130569284,-0.10707527062072639,-0.4624964530296868,-0.292144683763925,0,7.6635986133347425
WRK-00020,1.0001044096819947,1.4221907678165453,1,0.9855871207658154,0,0.566921100036206,-0.0631748776520063,-0.756117808525747,-0.3165353671260769,1.2565779970095472,1.4849820538948173,13.99,1.6169720421060274,-0.12901579024403412,-0.28292334740948744,-1.4101737725357295,1.497874677199076,1.9755903052295367,-0.24841424071501017,1,16.97380928987755
WRK-00021,0.3445872199555622,0.2162871119230498,0,-0.2887535489439351,0,1.1205264682394718,-0.5245100380807729,1.2430887391573393,-0.37344187514470256,-0.483629160297297,-0.37677822925198295,2.75,-0.5944018525456957,0.8085837187475293,-0.012941745314306,0.8335029354306719,-0.025339033473722208,-0.4624964530296868,-0.2918050298373315,0,1.01666547273236
WRK-00022,-0.9993601564710168,-0.5509272857905934,0,0.585634425311724,0,1.0466846067685014,-0.9768451628653365,0.7541350996498829,-0.37114262229546513,-0.918680949624008,-0.6294664424091929,6.34,-0.5453581192432336,0.5873603831448344,-0.35652081294431065,0.9395480769129478,-0.42135858761753336,-0.4624964530296868,-0.292144683763925,0,8.436023146548791
WRK-00023,-0.21219097884973503,-1.2461977692864004,0,0.12747265211548736,0,-0.18526464138842763,-0.26084232717097927,-0.17350097183991367,-0.15846173374100572,-0.918680949624008,0.5463566797342231,4.12,-0.8221898938449328,0.02262481801931722,-0.8107104059057216,0.162587972357362,-1.0717802833684211,-0.4624964530296868,-0.292144683763925,0,6.224118999852532
WRK-00024,-0.8725079806348346,-1.1107408682981308,0,-1.848506470808718,1,0.5665039143781779,-1.3555133292288326,-0.4047485264554532,0.013982229951799246,-0.483629160297297,-0.28335136116895326,2.23,-0.3340359084035771,-0.20130159425386715,-1.0568421176057556,0.16910002389489276,-1.190537842576437,-0.4624964530296868,-0.23457334320632453,0,3.675914722782062
WRK-00025,-0.4329823335483873,0.1626102071745862,0,-0.5804248417164024,0,0.6057193662328176,-1.0151786480165708,-2.0758692987114586,5.470109241192148,1.6481246074035873,1.6360140893451038,21.13,-0.6816192982612865,-4.245888400843279,-0.8144563551191062,-2.15196879878865,-0.15414385329672634,-0.4624964530296868,4.171171143467958,1,26.628805529239134
WRK-00026,-2.112230866644658,-0.05968524652193082,0,-1.0636227773823788,0,-0.1560616453264618,-0.4898432341179175,-0.29150601687255745,-0.36137079768620617,-0.048577370970585974,0.31061116286150026,0.0,-0.8566330665445634,0.11088808704074025,-0.9765824066603119,-0.20321566934418536,-0.4409074633945899,-0.4624964530296868,-0.28789900968150606,0,0.0
WRK-00027,0.5283514530587877,0.2629382437986778,1,0.27581191474869543,0,-1.2307319004068036,1.2001634590712777,0.4503911720770687,-0.24295927595048017,0.38647441835612506,-0.8695686526122125,14.4,1.1693072764861796,0.36168558981568577,1.0950545901127517,0.3015985658451801,0.1899058473431281,1.0003556019258473,-0.23329964098159883,1,16.227191533451816
WRK-00028,0.043570435133486296,-0.8491010865137345,0,-1.5943894217408603,1,-0.318346866299386,0.29182652831377154,0.45991624297656475,-0.16823355835026466,-0.918680949624008,0.5018215923578566,2.57,-0.20886986905067115,0.313939123512682,-0.348640426200457,0.4210730047204065,-1.0178500577939718,-0.4624964530296868,-0.292144683763925,0,1.558357378613021
WRK-00029,0.7971409283441035,1.5199895262064165,1,0.9855871207658154,1,-1.957469316691724,1.2001634590712777,-2.723574119877181,3.415726820398531,3.0402903332490623,3.557799925042659,38.67,2.6041500338780716,-3.611175253272919,1.8119472260895855,-3.737667819402968,1.5890645238187784,3.9748214470020997,4.8046681733056715,1,35.05975648913459
WRK-00030,0.18207929739785814,1.6281864284480838,0,0.9855871207658154,0,1.4367531970247591,-0.010508002400745267,-0.31955205896551747,-0.24008520988893337,-0.048577370970585974,-0.3080392900406347,8.19,0.056127089908204114,0.013850390552087906,0.6066483947829958,0.0079773976307486,1.6899498426365527,-0.4624964530296868,-0.2520655204258904,1,9.689701485970692
WRK-00031,2.252169669556961,0.7744145089411067,0,0.3465390737257099,0,1.567749493645577,0.014825431264418012,0.6948679918307973,-0.08373601614079024,0.38647441835612506,-0.9005495829609892,9.48,-0.3034519147179107,0.3606439727191555,0.7510330408741349,0.4063123545686704,0.6407508860009754,-0.4624964530296868,-0.16273653773179653,1,12.058246521920042
WRK-00032,0.05248437181386645,-0.5922388302828666,0,-0.23805531994271226,0,1.4329985261025062,-0.3368426281664695,1.1488963713734357,-0.295267278270631,-0.918680949624008,-0.8511737252176264,6.46,-0.7664247570931502,0.7118495004227265,0.4076225376664585,1.170219413597916,-0.6159764561489017,-0.4624964530296868,-0.292144683763925,0,8.143071341505753
WRK-00033,1.444429868827109,1.0020495500209787,1,0.9855871207658154,0,-1.9416162616866568,1.2001634590712777,-0.8116807221061402,-0.2320378249166025,0.8215262076828361,0.7864588899372424,13.81,1.5208141650080857,-0.2128009754987822,1.7963089251899755,-0.978265572115428,1.1061251924391482,1.487972953577692,-0.20723120211554671,1,14.61217786021166
WRK-00034,0.9733625996408544,0.5782549303315377,1,0.08616298404041656,0,-1.957469316691724,1.2001634590712777,-0.16185921851830767,-0.34010270883076027,0.8215262076828361,0.5589426826884136,21.22,1.1927517889960122,0.1543142782222699,1.8119472260895855,-0.6478585483267686,0.38099739402412053,1.487972953577692,-0.2710861403151272,1,20.504313937778278
WRK-00035,-1.2990055664191875,-0.9294759281789735,0,-1.4197621885144258,0,-0.03674654713043025,-0.3518426875734744,-2.06264003357327,3.1357927860038783,2.3442074703263245,2.366486337724855,15.92,-1.1471970864709518,-3.1194114728648326,-1.0116833137911068,-2.7331042779978727,-1.037059303800328,-0.4624964530296868,3.598378761660646,1,19.466766534645707
WRK-00036,0.8348537373764825,0.42453101987389574,0,0.9855871207658154,0,0.7216969791646248,-0.42684298460849773,-0.04650002651330138,-0.36711892980929967,0.38647441835612506,-0.6125237461247057,5.99,-0.21935397203860735,0.224938969490332,-0.3479115167648413,0.019149183824023093,0.5676334257624576,-0.4624964530296868,-0.28832357708974793,0,7.710908699535935
WRK-00037,0.5461793264195488,-0.42839780688834117,0,-0.46525849435559996,1,-0.36674040263064367,0.11015914216227028,0.3482612452102515,-0.3717174355077745,-0.918680949624008,-0.04276507392923415,0.35,0.1774982698973784,0.40545482470981187,-0.4096363842566811,0.5736865503088443,-0.542355538863515,-0.4624964530296868,-0.292144683763925,0,1.9399831015869595
WRK-00038,-0.06682524221583983,-1.008445615269645,0,-0.31629332766064855,0,-0.1714975146735008,-0.6798439866066436,0.1667557275143016,-0.32055905961224235,-0.483629160297297,0.34788509468737217,4.96,-0.8817820497855634,0.28831126632584503,-1.0750773641368627,0.16145921675752306,-0.9383972877774662,-0.4624964530296868,-0.28399298952568064,0,6.6591768462228895
WRK-00039,0.03945631051177197,-0.2915357513255045,0,0.5424470450514229,0,0.6849846412581534,-1.0625121688120078,1.008666160908635,-0.2705503101413289,-0.483629160297297,-0.4527783240138258,4.65,-0.49708622174356476,0.6316542951000843,-0.7645955257581786,0.7710161831216582,-0.20519905691670037,-0.4624964530296868,-0.27660551662227173,0,4.268528725618326
WRK-00040,-0.6441740641297068,-0.8625905704295789,0,-1.5443170968013809,1,0.29616760797597985,-1.5205139827058844,1.1145002820141445,-0.3475752805907818,-0.918680949624008,-0.9533139799612496,1.0,-0.19909328221529538,0.7328172403033762,-1.4222746407539564,1.1936917415843038,-1.0176211398341817,-0.4624964530296868,-0.292144683763925,0,2.3684351025567145
WRK-00041,-0.48235182900895535,-0.2089126623409584,0,0.30961073408284373,0,0.4893245676429823,-1.2838463787286991,-0.9079897723121543,-0.18950164720571058,-0.048577370970585974,0.10875103855775192,7.1,-0.5379935192915856,-0.2856740997986361,-1.0900809146336419,-0.36682734641822967,-0.1917306310187176,-0.4624964530296868,-0.23712074765577587,0,7.44609067612
WRK-00042,0.08334030647672197,-0.32076296647650043,1,0.9855871207658154,0,-0.39051998513824454,0.1331592332530105,0.135534661788176,-0.3383782691938322,0.38647441835612506,0.3827386413297461,14.72,1.2180615713625942,0.28669366768387555,-0.3724126189321876,-0.26819147246310115,-0.12729609502906705,1.0003556019258473,-0.2755865548424912,1,17.576696285337512
WRK-00043,-1.4231149925075604,-0.15917019040128255,0,-0.42394882628052916,0,0.8059684820862976,-0.4498430756992383,0.7483142229890799,-0.3475752805907818,-0.483629160297297,-0.4343833966192396,2.21,-0.7150655163823099,0.5683379983231137,-0.2785479154314705,0.66473950202916,-0.3388939584686651,-0.4624964530296868,-0.2879839231631544,0,4.199752939285671
WRK-00044,-0.2560749748146843,0.004389802078329119,0,0.9855871207658154,0,0.8255762080136172,-1.104179000498132,0.28264409012483477,-0.05557016873763208,-0.483629160297297,-0.8821546555664032,8.25,-0.31551184913654895,0.15587662382887013,-0.6508474634252301,0.6470846067496322,0.17588394100252933,-0.4624964530296868,-0.24484787448577827,1,9.275039337763609
WRK-00045,0.3343019084012767,1.5331979792073474,1,0.9855871207658154,0,-1.957469316691724,1.2001634590712777,-2.425121898359642,2.7190532070795994,3.2578162279124174,2.7489071967175667,35.07,1.6423783039479585,-2.9920884431436576,1.8119472260895855,-3.434524584718103,1.601380393908221,4.2186301228280225,4.096727494106813,1,45.53707163330239
WRK-00046,-2.2171410444983657,-1.3931769377861203,0,-1.7765275037082167,0,-0.1973630254712421,-0.29484246182685653,0.5292375923006739,-0.34010270883076027,-0.918680949624008,0.3043181613844051,0.0,-1.3449800109366175,0.46473319444513544,-0.8191261163814232,0.5184643532705849,-1.3293754322140905,-0.4624964530296868,-0.292144683763925,0,0.0
WRK-00047,1.134499147324653,0.6412058552721446,1,0.9855871207658154,0,-1.28371447897637,1.2001634590712777,0.7583684644941034,-0.10500410499623618,0.8215262076828361,0.48584705014676854,21.42,1.438227734109252,0.40397345107923793,1.1473194378561833,-0.2693202280629395,0.7696661031871431,1.487972953577692,-0.1321676843383803,1,21.52967145071683
WRK-00048,-1.541053231663362,-1.1930829263677636,0,-2.6183684667532137,0,0.5965412817561999,-1.832515218371582,-0.5973666268674822,0.06686504548425942,-0.918680949624008,-0.6527021401707754,0.0,-1.5154592438784862,-0.3246371476769408,-1.3127130338786797,0.43045035893445016,-1.311838576549965,-0.4624964530296868,-0.292144683763925,0,0.0
WRK-00049,-2.0512046847559002,0.17722381475008406,0,-0.3150415195371617,0,1.0450158641363891,-0.9818451826676714,-0.11105884038766252,-0.25847923268283257,-0.048577370970585974,0.6160637730189705,0.2,-0.6100958472024834,0.12030508783336102,-0.36115962683221564,-0.24370615868198603,-0.062420493666340976,-0.4624964530296868,-0.2574999832513866,0,1.186980313094974
